"","id","pokemon","id_especie","altura","peso","exp_base","tipo_1","tipo_2","hp","ataque","defesa","ataque_especial","defesa_especial","velocidade","cor_1","cor_2","cor_final","grupo_ovo_1","grupo_ovo_2","url_icone","url_imagem","id_geracao"
"343",343,"baltoy",343,0.05,2.15,60,"terrestre","psíquico",40,40,55,40,70,55,"#E0C068","#F85888","#E5A66F","mineral",NA,"//archives.bulbagarden.net/media/upload/0/0e/343MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/343.png",3
"344",344,"claydol",344,0.15,10.8,175,"terrestre","psíquico",60,70,105,70,120,75,"#E0C068","#F85888","#E5A66F","mineral",NA,"//archives.bulbagarden.net/media/upload/3/31/344MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/344.png",3
"345",345,"lileep",345,0.1,2.38,71,"pedra","grama",66,41,77,61,87,23,"#B8A038","#78C850","#A8A93D","water3",NA,"//archives.bulbagarden.net/media/upload/b/bc/345MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/345.png",3
"346",346,"cradily",346,0.15,6.04,173,"pedra","grama",86,81,97,81,107,43,"#B8A038","#78C850","#A8A93D","water3",NA,"//archives.bulbagarden.net/media/upload/6/68/346MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/346.png",3
"347",347,"anorith",347,0.07,1.25,71,"pedra","inseto",45,95,50,40,50,75,"#B8A038","#A8B820","#B4A532","water3",NA,"//archives.bulbagarden.net/media/upload/f/ff/347MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/347.png",3
"348",348,"armaldo",348,0.15,6.82,173,"pedra","inseto",75,125,100,70,80,45,"#B8A038","#A8B820","#B4A532","water3",NA,"//archives.bulbagarden.net/media/upload/d/dc/348MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/348.png",3
"349",349,"feebas",349,0.06,0.74,40,"água",NA,20,15,20,10,55,80,"#6890F0",NA,NA,"water1","dragon","//archives.bulbagarden.net/media/upload/9/97/349MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/349.png",3
"350",350,"milotic",350,0.62,16.2,189,"água",NA,95,60,79,100,125,81,"#6890F0",NA,NA,"water1","dragon","//archives.bulbagarden.net/media/upload/8/8d/350MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/350.png",3
"351",351,"castform",351,0.03,0.08,147,"normal",NA,70,70,70,70,70,70,"#A8A878",NA,NA,"fairy","indeterminate","//archives.bulbagarden.net/media/upload/e/ef/351MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/351.png",3
"352",352,"kecleon",352,0.1,2.2,154,"normal",NA,60,90,70,60,120,40,"#A8A878",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/d/de/352MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/352.png",3
"353",353,"shuppet",353,0.06,0.23,59,"fantasma",NA,44,75,35,63,33,45,"#705898",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/4/4a/353MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/353.png",3
"354",354,"banette",354,0.11,1.25,159,"fantasma",NA,64,115,65,83,63,65,"#705898",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/7/79/354MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/354.png",3
"355",355,"duskull",355,0.08,1.5,59,"fantasma",NA,20,40,90,30,90,25,"#705898",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/d/d3/355MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/355.png",3
"356",356,"dusclops",356,0.16,3.06,159,"fantasma",NA,40,70,130,60,130,25,"#705898",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/f/fe/356MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/356.png",3
"357",357,"tropius",357,0.2,10,161,"grama","voador",99,68,83,72,87,51,"#78C850","#A890F0","#83BA76","monster","plant","//archives.bulbagarden.net/media/upload/7/77/357MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/357.png",3
"358",358,"chimecho",358,0.06,0.1,159,"psíquico",NA,75,50,80,95,90,65,"#F85888",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/1/1a/358MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/358.png",3
"359",359,"absol",359,0.12,4.7,163,"sombrio",NA,65,130,60,75,60,75,"#705848",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/0/07/359MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/359.png",3
"360",360,"wynaut",360,0.06,1.4,52,"psíquico",NA,95,23,48,23,48,23,"#F85888",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/8/82/360MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/360.png",3
"361",361,"snorunt",361,0.07,1.68,60,"gelo",NA,50,50,50,50,50,50,"#98D8D8",NA,NA,"fairy","mineral","//archives.bulbagarden.net/media/upload/a/a2/361MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/361.png",3
"362",362,"glalie",362,0.15,25.65,168,"gelo",NA,80,80,80,80,80,80,"#98D8D8",NA,NA,"fairy","mineral","//archives.bulbagarden.net/media/upload/5/50/362MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/362.png",3
"363",363,"spheal",363,0.08,3.95,58,"gelo","água",70,40,50,55,50,25,"#98D8D8","#6890F0","#8CC6DD","water1","ground","//archives.bulbagarden.net/media/upload/2/26/363MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/363.png",3
"364",364,"sealeo",364,0.11,8.76,144,"gelo","água",90,60,70,75,70,45,"#98D8D8","#6890F0","#8CC6DD","water1","ground","//archives.bulbagarden.net/media/upload/0/09/364MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/364.png",3
"365",365,"walrein",365,0.14,15.06,239,"gelo","água",110,80,90,95,90,65,"#98D8D8","#6890F0","#8CC6DD","water1","ground","//archives.bulbagarden.net/media/upload/b/b8/365MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/365.png",3
"366",366,"clamperl",366,0.04,5.25,69,"água",NA,35,64,85,74,55,32,"#6890F0",NA,NA,"water1",NA,"//archives.bulbagarden.net/media/upload/6/67/366MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/366.png",3
"367",367,"huntail",367,0.17,2.7,170,"água",NA,55,104,105,94,75,52,"#6890F0",NA,NA,"water1",NA,"//archives.bulbagarden.net/media/upload/4/4d/367MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/367.png",3
"368",368,"gorebyss",368,0.18,2.26,170,"água",NA,55,84,105,114,75,52,"#6890F0",NA,NA,"water1",NA,"//archives.bulbagarden.net/media/upload/1/11/368MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/368.png",3
"369",369,"relicanth",369,0.1,2.34,170,"água","pedra",100,90,130,45,65,55,"#6890F0","#B8A038","#7B93C3","water1","water2","//archives.bulbagarden.net/media/upload/f/f4/369MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/369.png",3
"370",370,"luvdisc",370,0.06,0.87,116,"água",NA,43,30,55,40,65,97,"#6890F0",NA,NA,"water2",NA,"//archives.bulbagarden.net/media/upload/1/1b/370MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/370.png",3
"371",371,"bagon",371,0.06,4.21,60,"dragão",NA,45,75,60,40,30,50,"#7038F8",NA,NA,"dragon",NA,"//archives.bulbagarden.net/media/upload/4/4c/371MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/371.png",3
"372",372,"shelgon",372,0.11,11.05,147,"dragão",NA,65,95,100,60,50,50,"#7038F8",NA,NA,"dragon",NA,"//archives.bulbagarden.net/media/upload/4/43/372MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/372.png",3
"373",373,"salamence",373,0.15,10.26,270,"dragão","voador",95,135,80,110,80,100,"#7038F8","#A890F0","#7D4DF6","dragon",NA,"//archives.bulbagarden.net/media/upload/5/5f/373MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/373.png",3
"374",374,"beldum",374,0.06,9.52,60,"aço","psíquico",40,55,80,35,60,30,"#B8B8D0","#F85888","#C7A0BE","mineral",NA,"//archives.bulbagarden.net/media/upload/c/c6/374MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/374.png",3
"375",375,"metang",375,0.12,20.25,147,"aço","psíquico",60,75,100,55,80,50,"#B8B8D0","#F85888","#C7A0BE","mineral",NA,"//archives.bulbagarden.net/media/upload/6/67/375MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/375.png",3
"376",376,"metagross",376,0.16,55,270,"aço","psíquico",80,135,130,95,90,70,"#B8B8D0","#F85888","#C7A0BE","mineral",NA,"//archives.bulbagarden.net/media/upload/6/66/376MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/376.png",3
"377",377,"regirock",377,0.17,23,261,"pedra",NA,80,100,200,50,100,50,"#B8A038",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/a/a7/377MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/377.png",3
"378",378,"regice",378,0.18,17.5,261,"gelo",NA,80,50,100,100,200,50,"#98D8D8",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/3/3e/378MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/378.png",3
"379",379,"registeel",379,0.19,20.5,261,"aço",NA,80,75,150,75,150,50,"#B8B8D0",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/c/c0/379MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/379.png",3
"380",380,"latias",380,0.14,4,270,"dragão","psíquico",80,80,90,110,130,110,"#7038F8","#F85888","#903FDC","no-eggs",NA,"//archives.bulbagarden.net/media/upload/e/e1/380MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/380.png",3
"381",381,"latios",381,0.2,6,270,"dragão","psíquico",80,90,80,130,110,110,"#7038F8","#F85888","#903FDC","no-eggs",NA,"//archives.bulbagarden.net/media/upload/5/56/381MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/381.png",3
"382",382,"kyogre",382,0.45,35.2,302,"água",NA,100,100,90,150,140,90,"#6890F0",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/9/95/382MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/382.png",3
"383",383,"groudon",383,0.35,95,302,"terrestre",NA,100,150,140,100,90,90,"#E0C068",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/0/0c/383MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/383.png",3
"384",384,"rayquaza",384,0.7,20.65,306,"dragão","voador",105,150,90,150,90,95,"#7038F8","#A890F0","#7D4DF6","no-eggs",NA,"//archives.bulbagarden.net/media/upload/d/d0/384MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/384.png",3
"385",385,"jirachi",385,0.03,0.11,270,"aço","psíquico",100,100,100,100,100,100,"#B8B8D0","#F85888","#C7A0BE","no-eggs",NA,"//archives.bulbagarden.net/media/upload/4/4a/385MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/385.png",3
"386",386,"deoxys-normal",386,0.17,6.08,270,"psíquico",NA,50,150,50,150,50,150,"#F85888",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/6/6a/386MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/386.png",3
"387",387,"turtwig",387,0.04,1.02,64,"grama",NA,55,68,64,45,55,31,"#78C850",NA,NA,"monster","plant","//archives.bulbagarden.net/media/upload/8/89/387MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/387.png",4
"388",388,"grotle",388,0.11,9.7,142,"grama",NA,75,89,85,55,65,36,"#78C850",NA,NA,"monster","plant","//archives.bulbagarden.net/media/upload/1/1b/388MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/388.png",4
"389",389,"torterra",389,0.22,31,236,"grama","terrestre",95,109,105,75,85,56,"#78C850","#E0C068","#91C655","monster","plant","//archives.bulbagarden.net/media/upload/6/61/389MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/389.png",4
"390",390,"chimchar",390,0.05,0.62,62,"fogo",NA,44,58,44,58,44,61,"#F08030",NA,NA,"ground","humanshape","//archives.bulbagarden.net/media/upload/3/3c/390MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/390.png",4
"391",391,"monferno",391,0.09,2.2,142,"fogo","lutador",64,78,52,78,52,81,"#F08030","#C03028","#E46C2E","ground","humanshape","//archives.bulbagarden.net/media/upload/b/bd/391MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/391.png",4
"392",392,"infernape",392,0.12,5.5,240,"fogo","lutador",76,104,71,104,71,108,"#F08030","#C03028","#E46C2E","ground","humanshape","//archives.bulbagarden.net/media/upload/5/5f/392MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/392.png",4
"393",393,"piplup",393,0.04,0.52,63,"água",NA,53,51,53,61,56,40,"#6890F0",NA,NA,"water1","ground","//archives.bulbagarden.net/media/upload/3/30/393MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/393.png",4
"394",394,"prinplup",394,0.08,2.3,142,"água",NA,64,66,68,81,76,50,"#6890F0",NA,NA,"water1","ground","//archives.bulbagarden.net/media/upload/7/71/394MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/394.png",4
"395",395,"empoleon",395,0.17,8.45,239,"água","aço",84,86,88,111,101,60,"#6890F0","#B8B8D0","#7B99E8","water1","ground","//archives.bulbagarden.net/media/upload/1/13/395MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/395.png",4
"396",396,"starly",396,0.03,0.2,49,"normal","voador",40,55,30,30,30,60,"#A8A878","#A890F0","#A8A295","flying",NA,"//archives.bulbagarden.net/media/upload/7/72/396MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/396.png",4
"397",397,"staravia",397,0.06,1.55,119,"normal","voador",55,75,50,40,40,80,"#A8A878","#A890F0","#A8A295","flying",NA,"//archives.bulbagarden.net/media/upload/4/4e/397MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/397.png",4
"398",398,"staraptor",398,0.12,2.49,218,"normal","voador",85,120,70,50,60,100,"#A8A878","#A890F0","#A8A295","flying",NA,"//archives.bulbagarden.net/media/upload/0/0e/398MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/398.png",4
"399",399,"bidoof",399,0.05,2,50,"normal",NA,59,45,40,35,40,31,"#A8A878",NA,NA,"water1","ground","//archives.bulbagarden.net/media/upload/9/9f/399MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/399.png",4
"400",400,"bibarel",400,0.1,3.15,144,"normal","água",79,85,60,55,60,71,"#A8A878","#6890F0","#98A295","water1","ground","//archives.bulbagarden.net/media/upload/7/7d/400MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/400.png",4
"401",401,"kricketot",401,0.03,0.22,39,"inseto",NA,37,25,41,25,41,25,"#A8B820",NA,NA,"bug",NA,"//archives.bulbagarden.net/media/upload/1/1c/401MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/401.png",4
"402",402,"kricketune",402,0.1,2.55,134,"inseto",NA,77,85,51,55,51,65,"#A8B820",NA,NA,"bug",NA,"//archives.bulbagarden.net/media/upload/7/75/402MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/402.png",4
"403",403,"shinx",403,0.05,0.95,53,"elétrico",NA,45,65,34,40,34,45,"#F8D030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/f/fe/403MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/403.png",4
"404",404,"luxio",404,0.09,3.05,127,"elétrico",NA,60,85,49,60,49,60,"#F8D030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/b/bc/404MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/404.png",4
"405",405,"luxray",405,0.14,4.2,235,"elétrico",NA,80,120,79,95,79,70,"#F8D030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/1/1e/405MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/405.png",4
"406",406,"budew",406,0.02,0.12,56,"grama","venenoso",40,30,35,50,70,55,"#78C850","#A040A0","#81A763","no-eggs",NA,"//archives.bulbagarden.net/media/upload/0/0e/406MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/406.png",4
"407",407,"roserade",407,0.09,1.45,232,"grama","venenoso",60,70,65,125,105,90,"#78C850","#A040A0","#81A763","fairy","plant","//archives.bulbagarden.net/media/upload/4/4e/407MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/407.png",4
"408",408,"cranidos",408,0.09,3.15,70,"pedra",NA,67,125,40,30,30,58,"#B8A038",NA,NA,"monster",NA,"//archives.bulbagarden.net/media/upload/a/a0/408MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/408.png",4
"409",409,"rampardos",409,0.16,10.25,173,"pedra",NA,97,165,60,65,50,58,"#B8A038",NA,NA,"monster",NA,"//archives.bulbagarden.net/media/upload/1/14/409MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/409.png",4
"410",410,"shieldon",410,0.05,5.7,70,"pedra","aço",30,42,118,42,88,30,"#B8A038","#B8B8D0","#B8A55C","monster",NA,"//archives.bulbagarden.net/media/upload/e/ec/410MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/410.png",4
"411",411,"bastiodon",411,0.13,14.95,173,"pedra","aço",60,52,168,47,138,30,"#B8A038","#B8B8D0","#B8A55C","monster",NA,"//archives.bulbagarden.net/media/upload/d/d7/411MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/411.png",4
"412",412,"burmy",412,0.02,0.34,45,"inseto",NA,40,29,45,29,45,36,"#A8B820",NA,NA,"bug",NA,"//archives.bulbagarden.net/media/upload/3/33/412MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/412.png",4
"413",413,"wormadam-plant",413,0.05,0.65,148,"inseto","grama",60,59,85,79,105,36,"#A8B820","#78C850","#9CBB2B","bug",NA,"//archives.bulbagarden.net/media/upload/e/ef/413MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/413.png",4
"414",414,"mothim",414,0.09,2.33,148,"inseto","voador",70,94,50,94,50,66,"#A8B820","#A890F0","#A8AE52","bug",NA,"//archives.bulbagarden.net/media/upload/0/03/414MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/414.png",4
"415",415,"combee",415,0.03,0.55,49,"inseto","voador",30,30,42,30,42,70,"#A8B820","#A890F0","#A8AE52","bug",NA,"//archives.bulbagarden.net/media/upload/7/72/415MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/415.png",4
"416",416,"vespiquen",416,0.12,3.85,166,"inseto","voador",70,80,102,80,102,40,"#A8B820","#A890F0","#A8AE52","bug",NA,"//archives.bulbagarden.net/media/upload/6/69/416MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/416.png",4
"417",417,"pachirisu",417,0.04,0.39,142,"elétrico",NA,60,45,70,45,90,95,"#F8D030",NA,NA,"ground","fairy","//archives.bulbagarden.net/media/upload/4/46/417MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/417.png",4
